brand,model,processor_brand,processor_name,processor_gnrtn,ram_gb,ram_type,ssd,hdd,os,os_bit,graphic_card_gb,weight,display_size,warranty,Touchscreen,msoffice,latest_price,old_price,discount,star_rating,ratings,reviews
DELL,Inspiron,AMD,Ryzen 3,,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,15.6,0,No,No,547.17,738.023,25,3.3,3,0
DELL,Vostro,AMD,Ryzen 3,,8 GB GB,DDR4,0 GB,1024 GB,Windows,64-bit,0,ThinNlight,14,1,No,Yes,467.87,658.463,28,4.1,59,12
HP,15s,AMD,Ryzen 3,,8 GB GB,DDR4,0 GB,1024 GB,Windows,64-bit,0,ThinNlight,15.6,1,No,Yes,513.37,532.441,3,4.2,7291,895
DELL,Inspiron,AMD,Ryzen 3,,8 GB GB,DDR4,0 GB,1024 GB,Windows,64-bit,0,ThinNlight,15.6,0,No,No,486.07,651.937,25,4.2,38,5
DELL,Inspiron,AMD,Ryzen 3,,4 GB GB,DDR4,0 GB,1024 GB,Windows,64-bit,0,ThinNlight,,1,No,Yes,684.216,0,0,0,0,0
DELL,Inspiron,AMD,Ryzen 3,,4 GB GB,DDR4,0 GB,1024 GB,Windows,64-bit,0,Casual,,1,No,Yes,519.87,644.969,19,4.1,409,39
DELL,DELL,AMD,Ryzen 3,,4 GB GB,DDR4,0 GB,1024 GB,Windows,64-bit,0,Casual,,1,No,No,571.87,649.987,12,0,0,0
HP,15q,AMD,Ryzen 3,,4 GB GB,DDR4,0 GB,1024 GB,Windows,64-bit,0,Casual,15.6,1,No,No,427.921,0,0,4,353,58
Lenovo,Ryzen,AMD,Ryzen 3,,4 GB GB,DDR4,0 GB,1024 GB,Windows,64-bit,0,Casual,15.6,0,No,No,454.87,479.999,5,3.3,38,6
DELL,Inspiron,AMD,Ryzen 3,,8 GB GB,DDR4,0 GB,1024 GB,Windows,64-bit,0,ThinNlight,14.96,0,No,No,519.87,670.462,22,3.1,18,4
HP,15s,AMD,Ryzen 3,,8 GB GB,DDR4,256 GB,1024 GB,Windows,64-bit,0,Casual,15.6,1,No,Yes,545.987,627.822,13,4.3,3524,432
HP,Chromebook,MediaTek,MediaTek Kompanio,10th,4 GB GB,DDR4,0 GB,512 GB,DOS,32-bit,0,Casual,,0,No,No,298.87,346.619,13,3.8,4623,553
HP,Chromebook,MediaTek,MediaTek Kompanio,10th,4 GB GB,LPDDR4X,0 GB,512 GB,DOS,32-bit,0,Casual,,0,No,No,292.37,322.985,9,3.8,4623,553
HP,Chromebook,MediaTek,MediaTek Kompanio,10th,4 GB GB,LPDDR4X,0 GB,512 GB,DOS,32-bit,0,Casual,,0,No,No,298.87,322.985,7,3.8,4623,553
MICROSOFT,Surface,AMD,Ryzen 5,,4 GB GB,DDR4,128 GB,0 GB,Windows,64-bit,0,Casual,,0,Yes,No,1299.87,1624.987,20,3.8,9,0
DELL,Vostro,AMD,Ryzen 5,,8 GB GB,DDR4,256 GB,0 GB,Windows,64-bit,0,Casual,14,1,No,Yes,545.87,774.54,29,4.3,939,107
DELL,Inspiron,AMD,Ryzen 5,,8 GB GB,DDR4,256 GB,0 GB,Windows,64-bit,0,ThinNlight,15.6,1,No,No,578.37,756.522,23,4.2,14,1
DELL,Inspiron,AMD,Ryzen 5,,8 GB GB,DDR4,256 GB,0 GB,Windows,64-bit,0,Casual,15.6,1,No,Yes,545.87,644.969,15,4.4,649,84
DELL,Vostro,AMD,Ryzen 5,,8 GB GB,DDR4,256 GB,0 GB,Windows,64-bit,0,ThinNlight,14,1,No,Yes,578.37,757.718,23,4.3,8,2
MSI,Modern,AMD,Ryzen 5,,4 GB GB,DDR4,256 GB,0 GB,Windows,64-bit,0,Casual,,1,No,No,649.87,883.87,26,0,0,0
DELL,Inspiron,AMD,Ryzen 5,,4 GB GB,DDR4,256 GB,0 GB,Windows,64-bit,0,ThinNlight,,1,No,No,577.07,735.449,21,4,276,24
HP,Pavilion,AMD,Ryzen 5,,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Casual,15.6,1,No,No,753.87,912.236,17,4.5,4740,532
Lenovo,IdeaPad,AMD,Ryzen 5,,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Gaming,15.6,1,No,Yes,740.87,1090.57,32,4.5,162,15
Lenovo,IdeaPad,AMD,Ryzen 5,,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,15.6,1,No,No,636.87,896.87,28,4.4,219,27
HP,Ryzen,AMD,Ryzen 5,,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,14,1,No,Yes,649.61,777.504,16,4.5,193,28
MSI,Modern,AMD,Ryzen 5,,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,14,0,No,No,623.87,805.87,22,4.6,562,89
HP,Ryzen,AMD,Ryzen 5,,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,15.6,1,No,Yes,636.87,792.467,19,4.4,45,5
acer,Swift,AMD,Ryzen 5,,8 GB GB,LPDDR4X,512 GB,0 GB,Windows,64-bit,0,ThinNlight,14,1,No,No,701.87,1169.987,40,4.9,7,0
Lenovo,IdeaPad,AMD,Ryzen 5,,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,15.6,1,No,Yes,688.87,1017.77,32,4.2,39,5
acer,Aspire,AMD,Ryzen 5,,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,15.6,1,No,No,571.87,688.987,16,0,0,0
Lenovo,Ideapad,AMD,Ryzen 5,,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Gaming,15.6,0,No,No,773.37,1163.37,33,4.5,92,10
MSI,Bravo,AMD,Ryzen 5,,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Casual,15.6,0,No,No,844.87,1091.87,22,4.5,469,80
DELL,Vostro,AMD,Ryzen 5,,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,14,0,No,No,617.37,802.62,23,2.5,2,1
HP,HP,AMD,Ryzen 5,,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Casual,15.6,1,No,No,779.87,988.26,21,4.4,1978,188
Lenovo,Legion,AMD,Ryzen 5,,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Casual,15.6,0,No,No,909.87,1399.97,35,4.3,9,0
HP,15-ec1105AX,AMD,Ryzen 5,,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Casual,15.6,1,No,No,766.87,912.236,15,4.5,1049,134
DELL,Vostro,AMD,Ryzen 5,,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,14,1,No,No,773.37,793.78,2,4.6,74,18
HP,Pavilion,AMD,Ryzen 5,,16 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,15.6,1,No,Yes,877.5,975.637,10,4.4,196,19
HP,Ryzen,AMD,Ryzen 5,,8 GB GB,DDR4,512 GB,0 GB,Windows,32-bit,0,Casual,15.6,0,No,No,636.87,792.467,19,4.6,17,1
ASUS,VivoBook,AMD,Ryzen 5,,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,14,1,Yes,Yes,811.85,974.87,16,4.4,172,36
ASUS,VivoBook,AMD,Ryzen 5,,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,14,1,No,No,766.87,961.87,20,4.4,324,34
ASUS,APU,AMD,Quad,10th,4 GB GB,DDR4,0 GB,512 GB,DOS,32-bit,0,Casual,,0,No,No,259.87,304.07,14,4,2887,476
HP,Pavilion,AMD,Ryzen 5,,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,15.6,1,No,Yes,753.987,915.447,17,4.5,86,15
ASUS,VivoBook,AMD,Ryzen 5,,16 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,15.6,0,No,No,740.87,1052.87,29,4.8,4,1
HP,Pavilion,AMD,Ryzen 5,,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Casual,15.6,1,No,Yes,948.87,1140.321,16,4.7,16,4
HP,Pavilion,AMD,Ryzen 5,,16 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,13.3,1,No,Yes,857.87,1169.896,26,4.4,104,18
HP,Envy,AMD,Ryzen 5,,16 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,13.3,1,Yes,Yes,1274.26,0,0,0,0,0
HP,Pavilion,AMD,Ryzen 5,,16 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,2,Casual,14,1,No,Yes,831.87,972.907,14,4.2,90,13
ASUS,Ryzen,AMD,Ryzen 5,,8 GB GB,DDR4,512 GB,0 GB,Windows,32-bit,0,ThinNlight,15.6,1,No,Yes,648.57,909.87,28,4.7,6,1
DELL,Inspiron,AMD,Ryzen 5,,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,15.6,1,No,Yes,649.87,860.093,24,4.4,47,7
DELL,Vostro,AMD,Ryzen 5,,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,14,1,No,Yes,773.37,852.358,9,0,0,0
HP,Envy,AMD,Ryzen 5,,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,13.3,1,Yes,Yes,961.987,1154.92,16,4.6,206,27
DELL,Inspiron,AMD,Ryzen 5,,4 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,,1,No,Yes,792.87,882.193,10,4.4,183,42
DELL,G5,AMD,Ryzen 5,,4 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,6,Casual,,0,No,No,990.47,1052.948,5,4.4,358,64
Lenovo,Yoga,AMD,Ryzen 5,,4 GB GB,LPDDR4X,512 GB,0 GB,Windows,64-bit,0,ThinNlight,16,3,Yes,Yes,972.374,1363.57,28,0,0,0
ASUS,VivoBook,AMD,Ryzen 5,,4 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,,1,No,No,766.87,961.87,20,4.3,88,13
HP,Ryzen,AMD,Ryzen 5,,4 GB GB,DDR4,512 GB,0 GB,Windows,32-bit,4,Casual,,0,No,No,885.3,1025.7,13,0,0,0
Lenovo,Yoga,AMD,Ryzen 5,,4 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,16,1,Yes,Yes,1013.87,1363.57,25,0,0,0
HP,Pavilion,AMD,Ryzen 5,,4 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,,1,No,Yes,716.17,883.103,18,4.4,364,52
ASUS,Zenbook,AMD,Ryzen 5,,4 GB GB,LPDDR4X,512 GB,0 GB,Windows,64-bit,0,Casual,16,0,Yes,No,1195.87,1520.87,21,0,0,0
HP,Pavilion,AMD,Ryzen 5,,4 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,16,1,No,Yes,1094.704,0,0,0,0,0
acer,Aspire,AMD,Ryzen 5,,4 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,,1,No,No,584.87,740.87,21,4.4,313,39
HP,15s,AMD,Ryzen 5,,4 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,,1,No,Yes,695.37,779.87,10,4.4,826,118
Lenovo,Legion,AMD,Ryzen 5,,4 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Casual,,0,No,No,994.474,1399.97,28,0,0,0
DELL,Ryzen,AMD,Ryzen 5,,4 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Casual,,1,No,No,1285.96,1321.853,2,0,0,0
MSI,Modern,AMD,Ryzen 5,,4 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,,0,No,No,714.87,909.87,21,4.4,1410,203
acer,Aspire,AMD,Ryzen 5,,4 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,,1,No,No,649.87,948.87,31,4.4,47,6
HP,Ryzen,AMD,Ryzen 5,,4 GB GB,DDR4,512 GB,0 GB,Windows,32-bit,0,Casual,,0,No,No,680.94,760.5,10,0,0,0
acer,Aspire,AMD,Ryzen 5,,4 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,,1,No,No,649.87,844.87,23,4.5,6,1
HP,14s,AMD,Ryzen 5,,4 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,,1,No,Yes,682.5,780,12,4.3,741,67
Vaio,E,AMD,Ryzen 5,,4 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,,2,No,Yes,644.67,870.87,25,4.1,700,144
ASUS,Ryzen,AMD,Ryzen 5,,4 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,,1,No,Yes,649.87,844.87,23,4.5,14,2
acer,Aspire,AMD,Ryzen 5,,4 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,,1,No,No,987.987,0,0,0,0,0
ASUS,AMD,AMD,Ryzen 5,,4 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,16,1,No,No,1052.87,1364.87,22,0,0,0
Lenovo,IDEAPAD,AMD,Ryzen 5,,4 GB GB,DDR4,512 GB,0 GB,Windows,32-bit,0,Casual,,1,No,No,778.7,808.6,3,3.7,3,0
HP,15s,AMD,Ryzen 5,,4 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,,1,No,Yes,709.67,779.87,9,4.4,349,69
DELL,Inspiron,AMD,Ryzen 5,,4 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,,1,Yes,Yes,981.5,1214.993,19,0,0,0
HP,Ryzen,AMD,Ryzen 5,,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,15.6,1,No,Yes,674.57,762.541,11,4.3,519,48
ASUS,VivoBook,AMD,Ryzen 5,,16 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,17.3,1,No,No,1014,1026.87,1,2.7,3,0
Vaio,E,AMD,Ryzen 5,,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,15.6,2,No,Yes,662.87,870.87,23,4.1,700,144
HP,Pavilion,AMD,Ryzen 5,,16 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,14,1,No,Yes,779.987,972.907,19,4.1,19,1
HP,Pavilion,AMD,Ryzen 5,,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Gaming,15.6,1,No,Yes,844.87,909.87,7,3.8,8,1
DELL,Ryzen,AMD,Ryzen 5,,4 GB GB,DDR4,1024 GB,0 GB,Windows,32-bit,0,Casual,,0,No,No,752.7,1025.7,26,4.7,3,1
Lenovo,Yoga,AMD,Ryzen 5,,4 GB GB,LPDDR4X,1024 GB,0 GB,Windows,64-bit,0,ThinNlight,16,3,Yes,Yes,1065.714,1600.17,33,0,0,0
HP,Pavilion,AMD,Ryzen 5,,4 GB GB,DDR4,0 GB,1024 GB,Windows,64-bit,4,Gaming,,1,No,No,779.87,886.496,12,4.1,1480,151
DELL,Inspiron,AMD,Ryzen 5,,8 GB GB,DDR4,256 GB,1024 GB,Windows,64-bit,0,Casual,15.6,0,No,No,643.37,863.148,25,4,31,3
ASUS,VivoBook,AMD,Ryzen 5,,8 GB GB,DDR4,256 GB,1024 GB,Windows,64-bit,0,Casual,15.6,1,No,No,714.87,1026.87,30,4.5,18,3
Lenovo,Legion,AMD,Ryzen 5,,8 GB GB,DDR4,256 GB,1024 GB,Windows,64-bit,4,Casual,15.6,0,No,No,890.5,1181.57,24,4.5,271,24
ASUS,VivoBook,AMD,Ryzen 5,,8 GB GB,DDR4,256 GB,1024 GB,Windows,64-bit,0,Casual,15.6,1,No,No,714.87,1026.87,30,4.6,49,6
ASUS,VivoBook,AMD,Ryzen 5,,8 GB GB,DDR4,256 GB,1024 GB,Windows,32-bit,0,Casual,15.6,1,No,Yes,714.87,1026.87,30,4.4,474,65
Lenovo,Ideapad,AMD,Ryzen 5,,8 GB GB,DDR4,256 GB,1024 GB,Windows,64-bit,0,Gaming,15.6,1,No,Yes,831.87,1108.77,24,4.5,861,116
HP,Pavilion,AMD,Ryzen 5,,4 GB GB,DDR4,256 GB,1024 GB,Windows,64-bit,4,Gaming,,1,No,No,1040,1080.105,3,4.6,34,6
DELL,Ryzen,AMD,Ryzen 5,,4 GB GB,DDR4,256 GB,1024 GB,Windows,32-bit,0,Casual,,0,No,No,675.87,865.28,21,0,0,0
ASUS,VivoBook,AMD,Ryzen 5,,4 GB GB,DDR4,256 GB,1024 GB,Windows,64-bit,0,Casual,,1,No,Yes,818.87,974.87,16,4.2,165,34
HP,Ryzen,AMD,Ryzen 5,,4 GB GB,DDR4,256 GB,1024 GB,Windows,64-bit,0,ThinNlight,,1,No,No,688.87,745.303,7,4.4,698,74
ASUS,Ryzen,AMD,Ryzen 5,,4 GB GB,DDR4,256 GB,1024 GB,Windows,64-bit,0,ThinNlight,,1,No,Yes,976.3,981.5,0,0,0,0
ASUS,ASUS,AMD,Ryzen 7,,16 GB GB,DDR4,512 GB,0 GB,Windows,32-bit,4,Gaming,17.3,0,No,No,1000.87,1390.87,28,4.8,22,3
ASUS,Ryzen,AMD,Ryzen 7,,16 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Casual,14,1,No,No,1039.87,1715.87,39,0,0,0
ASUS,ROG,AMD,Ryzen 7,,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Casual,15.6,0,No,No,935.87,1182.87,20,4.5,144,16
ASUS,ROG,AMD,Ryzen 7,,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Casual,15.6,0,No,No,935.87,1182.87,20,4.5,1810,235
Lenovo,Lenovo,AMD,Ryzen 7,,16 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Casual,15.6,1,No,Yes,1299.87,1800.37,27,4.6,26,1
ASUS,Ryzen,AMD,Ryzen 7,,16 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,14,1,No,No,1039.87,1689.87,38,0,0,0
DELL,Ryzen,AMD,Ryzen 7,,16 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Casual,15.6,1,No,No,1221.87,1606.02,23,0,0,0
ASUS,ASUS,AMD,Ryzen 7,,16 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Gaming,17.3,0,No,No,1078.87,1403.87,23,4.6,1067,145
ASUS,ROG,AMD,Ryzen 7,,4 GB GB,DDR5,512 GB,0 GB,Windows,64-bit,4,Casual,16,0,No,No,1390.87,1728.87,19,0,0,0
ASUS,VivoBook,AMD,Ryzen 7,,4 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,16,1,No,No,1208.87,1689.87,28,4.7,25,4
Lenovo,IdeaPad,Intel,Ryzen 7,,4 GB GB,DDR4,512 GB,0 GB,Windows,32-bit,4,Casual,16,3,No,Yes,1059.37,1781,40,0,0,0
ASUS,VivoBook,AMD,Ryzen 7,,4 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,16,1,No,Yes,740.87,974.87,24,0,0,0
MSI,Modern,AMD,Ryzen 7,,4 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,,0,No,No,844.87,1026.87,17,0,0,0
Lenovo,Ideapad,AMD,Ryzen 7,,4 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,,1,No,Yes,792.87,0,0,4.4,530,69
Lenovo,Ryzen,AMD,Ryzen 7,,4 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Casual,16,1,No,Yes,1104.844,1454.57,24,0,0,0
HP,Pavilion,AMD,Ryzen 7,,4 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Casual,16,1,No,No,1182.87,1341.795,11,4.6,273,40
Vaio,E,AMD,Ryzen 7,,4 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,,2,No,Yes,740.87,989.17,25,3.8,139,26
ASUS,VivoBook,AMD,Ryzen 7,,4 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,,1,No,No,831.87,878.163,5,4.2,77,7
Lenovo,Ideapad,AMD,Ryzen 7,,4 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,,1,No,Yes,831.87,1108.77,24,4.4,105,10
HP,Ryzen,AMD,Ryzen 7,,4 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,,1,No,Yes,753.987,957.125,21,4.1,44,5
ASUS,Ryzen,AMD,Ryzen 7,,4 GB GB,DDR4,512 GB,0 GB,Windows,32-bit,4,Casual,,0,No,No,941.2,1482,36,0,0,0
Lenovo,Yoga,AMD,Ryzen 7,,4 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,16,1,Yes,No,1026.87,1636.544,37,4.7,6,0
acer,Aspire,AMD,Ryzen 7,,4 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,,1,No,No,779.87,1039.987,25,0,0,0
ASUS,ROG,AMD,Ryzen 7,,4 GB GB,DDR5,512 GB,0 GB,Windows,32-bit,4,Casual,16,1,No,No,1455.87,1728.87,15,0,0,0
HP,Ryzen,AMD,Ryzen 7,,4 GB GB,DDR4,512 GB,0 GB,Windows,32-bit,0,Casual,16,0,Yes,No,1417,1664,14,0,0,0
DELL,G5,AMD,Ryzen 7,,4 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,6,Casual,16,0,No,No,1169.87,1287.871,9,4.1,191,27
Lenovo,Yoga,AMD,Ryzen 7,,4 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,16,3,Yes,Yes,1026.844,1490.97,31,0,0,0
Lenovo,Ryzen,AMD,Ryzen 7,,4 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Casual,16,0,No,No,950.794,1468.87,35,3,4,1
Lenovo,Ryzen,AMD,Ryzen 7,,4 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Casual,16,1,No,No,1390.87,1982.37,29,0,0,0
ASUS,Ryzen,AMD,Ryzen 7,,4 GB GB,DDR4,512 GB,0 GB,Windows,32-bit,4,Casual,,0,No,No,1039.87,1260.87,17,0,0,0
DELL,Inspiron,AMD,Ryzen 7,,4 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,16,1,Yes,Yes,1164.41,1449.877,19,0,0,0
HP,15s,AMD,Ryzen 7,,4 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,,1,No,Yes,890.5,936,4,4.5,134,22
Lenovo,Ideapad,AMD,Ryzen 7,,16 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,14,1,No,No,954.2,1411.67,32,0,0,0
Vaio,E,AMD,Ryzen 7,,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,15.6,2,No,Yes,753.87,989.17,23,3.8,139,26
HP,Pavilion,AMD,Ryzen 7,,16 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,2,Casual,14,1,No,Yes,1039.87,1122.576,7,3.5,23,6
HP,Pavilion,AMD,Ryzen 7,,16 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Gaming,15.6,1,No,Yes,1104.87,1444.404,23,2.8,4,2
MSI,Alpha,AMD,Ryzen 7,,16 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,8,Casual,15.6,1,No,No,1299.87,1897.87,31,4.7,108,24
ASUS,ROG,AMD,Ryzen 7,,8 GB GB,LPDDR4X,1024 GB,0 GB,Windows,64-bit,4,Casual,14,0,No,No,948.87,1611.87,41,4.6,198,24
HP,HP,AMD,Ryzen 7,,16 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,0,ThinNlight,13.3,1,Yes,Yes,1208.87,1464.723,17,0,0,0
HP,Pavilion,AMD,Ryzen 7,,16 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,0,ThinNlight,13.3,1,No,Yes,1094.47,1424.358,23,0,0,0
ASUS,Zenbook,AMD,Ryzen 7,,16 GB GB,LPDDR4X,1024 GB,0 GB,Windows,64-bit,0,Casual,14,0,Yes,No,1468.87,1832.87,19,0,0,0
ASUS,ROG,AMD,Ryzen 7,,4 GB GB,DDR5,1024 GB,0 GB,Windows,32-bit,4,Casual,16,1,No,No,1494.87,1897.87,21,0,0,0
acer,Swift,AMD,Ryzen 7,,4 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,4,Casual,16,1,No,No,1299.87,1819.987,28,0,0,0
ASUS,TUF,AMD,Ryzen 7,,4 GB GB,DDR4,1024 GB,0 GB,Windows,32-bit,4,Gaming,,0,No,No,1247.87,1377.87,9,4.7,57,3
HP,OMEN,AMD,Ryzen 7,,4 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,8,Casual,16,1,No,No,2079.87,2422.524,14,4.8,17,2
ASUS,ROG,AMD,Ryzen 7,,4 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,0,Casual,,1,No,Yes,1000.87,1520.87,34,0,0,0
Lenovo,Legion,AMD,Ryzen 7,,4 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,6,Casual,16,1,No,Yes,1702.87,2364.57,27,0,0,0
ASUS,VivoBook,AMD,Ryzen 7,,4 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,0,Casual,16,1,No,No,1299.87,1793.87,27,0,0,0
ASUS,ROG,AMD,Ryzen 7,,4 GB GB,DDR5,1024 GB,0 GB,Windows,64-bit,4,Casual,16,0,No,No,1468.87,1858.87,20,0,0,0
Lenovo,Ideapad,AMD,Ryzen 7,,4 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,0,Casual,16,1,No,Yes,1013.844,1524.77,33,0,0,0
ASUS,ROG,AMD,Ryzen 7,,4 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,0,Casual,,1,No,Yes,988,1650.87,40,5,1,1
ASUS,ROG,AMD,Ryzen 7,,4 GB GB,LPDDR4X,1024 GB,0 GB,Windows,64-bit,4,Casual,16,1,Yes,No,1299.87,2118.87,38,4.4,77,15
ASUS,Zephyrus,AMD,Ryzen 7,,4 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,0,Casual,,1,No,No,1443,1793.87,19,0,0,0
ASUS,Ryzen,AMD,Ryzen 7,,16 GB GB,LPDDR4X,1024 GB,0 GB,Windows,64-bit,0,ThinNlight,13.3,1,No,Yes,1104.61,1442.87,23,3,2,1
HP,Pavilion,AMD,Ryzen 7,,16 GB GB,DDR4,256 GB,1024 GB,Windows,64-bit,4,Gaming,15.6,1,No,Yes,987.87,1216.332,18,4.5,1084,123
acer,Nitro,AMD,Ryzen 7,,16 GB GB,DDR4,256 GB,1024 GB,Windows,64-bit,6,Casual,15.6,1,No,No,1169.87,1559.87,25,4.4,272,36
acer,Nitro,AMD,Ryzen 7,,16 GB GB,DDR4,256 GB,1024 GB,Windows,64-bit,4,Casual,15.6,0,No,No,1065.87,1558.7,31,4.5,141,24
Lenovo,Ryzen,AMD,Ryzen 7,,4 GB GB,DDR4,512 GB,1024 GB,Windows,32-bit,0,Casual,16,0,No,No,1046.37,1545.674,32,0,0,0
ASUS,ROG,AMD,Ryzen 9,,16 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,6,Casual,15.6,1,No,No,1767.87,2391.87,26,0,0,0
ASUS,ROG,AMD,Ryzen 9,,16 GB GB,DDR4,1024 GB,0 GB,Windows,32-bit,0,Casual,15.6,1,No,No,2014.87,2703.87,25,4.6,194,42
