brand,model,processor_brand,processor_name,processor_gnrtn,ram_gb,ram_type,ssd,hdd,os,os_bit,graphic_card_gb,weight,display_size,warranty,Touchscreen,msoffice,latest_price,old_price,discount,star_rating,ratings,reviews
HP,Spectre,Intel,Core i7,10th,16 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,16,1,Yes,No,2118.87,2508.701,15,3.3,3,1
DELL,XPS,Intel,Core i7,11th,16 GB GB,LPDDR4X,512 GB,0 GB,Windows,64-bit,0,ThinNlight,16,1,No,Yes,1758.9,1762.189,0,5,5,2
MSI,Modern,Intel,Core i7,11th,16 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,,0,No,No,844.87,1026.87,17,4.4,33,5
Lenovo,ThinkPad,Intel,Core i7,10th,16 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,16,3,No,No,2268.851,0,0,0,0,0
Lenovo,ThinkPad,Intel,Core i7,10th,16 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,,0,No,No,2109.887,2326.987,9,0,0,0
DELL,Inspiron,Intel,Core i7,10th,16 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,,1,Yes,Yes,1419.47,1552.746,8,0,0,0
HP,Pavilion,Intel,Core i7,11th,16 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,16,1,Yes,Yes,1299.987,1332.5,2,0,0,0
MSI,Prestige,Intel,Core i7,10th,16 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,2,Casual,16,1,No,No,1364.87,1611.87,15,4,85,9
ASUS,,Intel,Core i7,11th,16 GB GB,LPDDR4X,512 GB,0 GB,Windows,64-bit,0,ThinNlight,16,0,Yes,No,1429.87,1754.87,18,0,0,0
ASUS,ZenBook,Intel,Core i7,8th,16 GB GB,DDR3,512 GB,0 GB,Windows,64-bit,0,ThinNlight,16,1,No,No,1299.87,1598.87,18,4.3,30,7
Lenovo,,Intel,Core i7,8th,16 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,2,ThinNlight,16,0,No,No,3182.413,0,0,0,0,0
ASUS,ZenBook,Intel,Core i7,11th,16 GB GB,LPDDR4X,512 GB,0 GB,Windows,64-bit,0,ThinNlight,16,0,No,No,1234.87,1598.87,22,0,0,0
Lenovo,Ideapad,Intel,Core i7,8th,16 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,,1,No,Yes,1118,0,0,0,0,0
Lenovo,,Intel,Core i7,10th,16 GB GB,DDR4,512 GB,0 GB,Windows,32-bit,2,Casual,16,0,No,No,2111.187,2690.961,21,0,0,0
HP,,Intel,Core i7,11th,16 GB GB,DDR4,512 GB,0 GB,Windows,32-bit,0,Casual,,0,No,No,1554.787,2535,38,0,0,0
Lenovo,,Intel,Core i7,10th,16 GB GB,LPDDR3,512 GB,0 GB,Windows,64-bit,0,ThinNlight,16,0,No,No,2752.789,2791.88,1,0,0,0
Lenovo,Intel,Intel,Core i7,11th,16 GB GB,DDR4,512 GB,0 GB,Windows,32-bit,0,Casual,14,0,No,No,1442.987,1807,20,0,0,0
DELL,,Intel,Core i7,11th,16 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Casual,15.6,1,No,No,1299.87,1672.645,22,0,0,0
ASUS,ZenBook,Intel,Core i7,8th,8 GB GB,LPDDR3,512 GB,0 GB,Windows,64-bit,0,ThinNlight,13.3,1,No,No,1065.87,1338.831,20,4.3,40,4
MSI,GF63,Intel,Core i7,9th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Casual,15.6,2,No,No,870.87,1364.87,36,4.5,1639,230
MSI,GF65,Intel,Core i7,10th,16 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,6,Casual,15.6,2,No,No,1104.87,1611.87,31,4.4,498,64
ASUS,Zenbook,Intel,Core i7,11th,16 GB GB,LPDDR4X,1024 GB,0 GB,Windows,64-bit,2,Casual,14,1,Yes,Yes,1364.87,1910.87,28,0,0,0
ASUS,ZenBook,Intel,Core i7,11th,16 GB GB,LPDDR4X,1024 GB,0 GB,Windows,64-bit,0,Casual,14,1,Yes,No,1754.87,2144.87,18,0,0,0
ASUS,ASUS,Intel,Core i7,11th,16 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,4,Gaming,15.6,0,No,No,1286.87,1780.87,27,4.5,445,56
HP,Envy,Intel,Core i7,10th,16 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,6,Casual,15.6,1,No,Yes,1880.97,2254.889,16,4.2,17,4
ASUS,ZenBook,Intel,Core i7,11th,16 GB GB,LPDDR4X,1024 GB,0 GB,Windows,64-bit,0,ThinNlight,13.3,0,No,No,1299.87,1676.87,22,0,0,0
MSI,Stealth,Intel,Core i7,11th,16 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,6,Casual,16,2,No,No,1559.87,2118.87,26,4.3,20,3
ASUS,Zephyrus,Intel,Core i7,11th,16 GB GB,DDR4,1024 GB,0 GB,Windows,32-bit,4,Casual,16,1,No,No,2534.87,0,0,0,0,0
ASUS,ZenBook,Intel,Core i7,10th,16 GB GB,LPDDR3,1024 GB,0 GB,Windows,64-bit,2,Casual,16,1,No,Yes,1624.87,1910.87,14,4.6,17,1
DELL,Inspiron,Intel,Core i7,11th,16 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,2,Casual,16,0,No,No,1591.33,0,0,0,0,0
HP,Spectre,Intel,Core i7,10th,16 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,0,Casual,16,1,Yes,No,2339.87,2812.784,16,4.2,13,5
MSI,Summit,Intel,Core i7,11th,16 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,4,Casual,16,2,Yes,No,2014.87,2040.87,1,4,3,2
Lenovo,Yoga,Intel,Core i7,11th,16 GB GB,LPDDR4X,1024 GB,0 GB,Windows,64-bit,0,Casual,16,1,No,Yes,1598.87,2182.57,26,3,4,2
ASUS,,Intel,Core i7,10th,16 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,6,Casual,,1,Yes,No,2924.87,3548.87,17,4.7,9,0
MSI,Stealth,Intel,Core i7,12th,16 GB GB,DDR5,1024 GB,0 GB,Windows,64-bit,8,Casual,,0,No,No,3639.87,4081.87,10,0,0,0
HP,OMEN,Intel,Core i7,11th,16 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,4,Casual,16,0,No,No,1585.87,1799.187,11,0,0,0
HP,OMEN,Intel,Core i7,11th,16 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,4,Casual,16,0,No,No,1520.87,1725.321,11,0,0,0
Lenovo,Legion,Intel,Core i7,11th,16 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,6,Casual,16,0,No,No,1964.274,2918.37,32,4.4,7,0
MSI,Pulse,Intel,Core i7,11th,16 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,8,Casual,16,2,No,No,1689.87,2339.87,27,4.2,14,3
HP,Spectre,Intel,Core i7,11th,16 GB GB,LPDDR4X,1024 GB,0 GB,Windows,64-bit,0,Casual,16,1,Yes,No,1949.987,2320.032,15,0,0,0
MSI,,Intel,Core i7,12th,16 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,6,Casual,16,0,No,No,1819.87,2040.87,10,4.5,4,2
acer,Predator,Intel,Core i7,11th,16 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,6,Casual,16,1,No,No,1689.87,1949.87,13,4.5,54,7
HP,OMEN,Intel,Core i7,11th,16 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,8,Casual,16,1,No,Yes,2235.87,2572.206,13,0,0,0
DELL,Inspiron,Intel,Core i7,11th,16 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,2,Casual,16,1,No,Yes,1221.415,1589.9,23,4.8,4,0
ASUS,ROG,Intel,Core i7,10th,16 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,8,Casual,,0,No,No,3054.87,4224.87,27,0,0,0
HP,Spectre,Intel,Core i7,11th,16 GB GB,LPDDR4X,1024 GB,0 GB,Windows,64-bit,0,Casual,16,1,Yes,Yes,1670.5,1976.546,15,3.7,3,1
Lenovo,Yoga,Intel,Core i7,11th,16 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,0,Casual,16,1,Yes,Yes,1338.87,1352.429,1,4.4,16,2
ASUS,ZenBook,Intel,Core i7,11th,16 GB GB,LPDDR4X,1024 GB,0 GB,Windows,64-bit,0,Casual,16,1,Yes,No,1559.87,2066.87,24,4.8,8,1
ASUS,,Intel,Core i7,11th,16 GB GB,DDR4,1024 GB,0 GB,Windows,32-bit,6,Casual,16,0,No,No,1572.74,1949.987,19,0,0,0
ASUS,Zephyrus,Intel,Core i7,11th,16 GB GB,DDR4,1024 GB,0 GB,Windows,32-bit,6,Casual,16,1,No,No,2044.237,2872.87,28,4.3,7,0
Lenovo,,Intel,Core i7,9th,16 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,4,ThinNlight,16,0,No,No,2988.7,3536,15,0,0,0
ASUS,ASUS,Intel,Core i7,11th,16 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,6,Casual,16,1,No,No,1709.5,2275,24,0,0,0
ASUS,ExpertBook,Intel,Core i7,10th,16 GB GB,LPDDR3,1024 GB,0 GB,Windows,64-bit,0,Casual,16,0,No,No,2014.87,2248.87,10,5,3,0
ASUS,ExpertBook,Intel,Core i7,10th,16 GB GB,LPDDR3,1024 GB,0 GB,Windows,64-bit,0,Casual,16,0,No,No,2157.87,2638.87,18,0,0,0
Lenovo,Yoga,Intel,Core i7,10th,16 GB GB,LPDDR4X,1024 GB,0 GB,Windows,64-bit,0,ThinNlight,16,0,No,No,1559.87,1925.066,18,2.5,2,1
ASUS,ExpertBook,Intel,Core i7,10th,16 GB GB,LPDDR3,1024 GB,0 GB,Windows,64-bit,0,Casual,16,0,No,No,2183.87,2638.87,17,0,0,0
HP,Spectre,Intel,Core i7,11th,16 GB GB,LPDDR4X,1024 GB,0 GB,Windows,64-bit,0,Casual,16,1,Yes,No,2145,2584.725,17,0,0,0
Avita,Liber,Intel,Core i7,10th,16 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,0,ThinNlight,14,0,No,No,818.87,1084.07,24,3.9,207,49
Lenovo,ThinkBook,Intel,Core i7,11th,16 GB GB,LPDDR4,1024 GB,0 GB,Windows,64-bit,0,Casual,13,1,No,Yes,1117.87,1926.054,41,3.4,7,2
HP,HP,Intel,Core i7,11th,16 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,2,Casual,13.3,1,No,Yes,1234.87,2081.742,40,0,0,0
HP,Omen,Intel,Core i7,11th,16 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,6,Casual,16.1,1,No,Yes,1780.87,2048.319,13,0,0,0
Lenovo,Legion,Intel,Core i7,10th,16 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,8,Casual,15.6,1,No,Yes,3054.87,4548.57,32,0,0,0
acer,Predator,Intel,Core i7,10th,16 GB GB,DDR4,2048 GB,0 GB,Windows,64-bit,8,Casual,16,1,No,No,2079.87,2082.47,0,3.8,4,0
ASUS,ExpertBook,Intel,Core i7,10th,16 GB GB,LPDDR3,2048 GB,0 GB,Windows,64-bit,0,Casual,16,0,No,No,3041.87,0,0,0,0,0
ASUS,ExpertBook,Intel,Core i7,10th,16 GB GB,DDR4,0 GB,1024 GB,Windows,64-bit,2,Casual,,0,No,No,1221.87,0,0,0,0,0
HP,15,Intel,Core i7,8th,16 GB GB,DDR4,128 GB,1024 GB,Windows,64-bit,4,Casual,,1,No,No,1520.233,0,0,0,0,0
MSI,GF63,Intel,Core i7,10th,8 GB GB,DDR4,256 GB,1024 GB,Windows,64-bit,4,Casual,15.6,2,No,No,831.87,1091.87,23,4.3,794,83
ASUS,VivoBook,Intel,Core i7,10th,16 GB GB,DDR4,256 GB,1024 GB,Windows,64-bit,4,Gaming,15.6,0,No,No,870.87,1273.87,31,4.2,25,4
ASUS,,Intel,Core i7,11th,16 GB GB,DDR4,256 GB,1024 GB,Windows,32-bit,0,ThinNlight,,0,No,No,1072.5,1286.87,16,0,0,0
acer,Predator,Intel,Core i7,10th,16 GB GB,DDR4,256 GB,1024 GB,Windows,64-bit,6,Casual,16,1,No,No,1559.87,1832.87,14,4.6,2038,313
MSI,WF65,Intel,Core i7,10th,16 GB GB,DDR4,256 GB,1024 GB,Windows,64-bit,4,Casual,16,3,No,No,2079.87,2339.87,11,0,0,0
ASUS,Pro,Intel,Core i7,8th,16 GB GB,DDR4,256 GB,1024 GB,Windows,64-bit,0,ThinNlight,,0,No,No,1285.856,0,0,0,0,0
acer,Predator,Intel,Core i7,11th,16 GB GB,DDR4,512 GB,1024 GB,Windows,64-bit,4,Casual,15.6,1,No,No,1208.87,1702.87,29,4.5,214,37
acer,Predator,Intel,Core i7,11th,16 GB GB,DDR4,512 GB,1024 GB,Windows,32-bit,6,Casual,15.6,1,No,No,1559.87,1832.87,14,4.5,342,54
acer,Predator,Intel,Core i9,11th,32 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,8,Casual,15.6,1,No,No,2209.87,2599.987,15,0,0,0
acer,Predator,Intel,Core i9,11th,16 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,6,Casual,15.6,1,No,No,1819.87,2339.987,22,0,0,0
MSI,Creator,Intel,Core i9,11th,16 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,6,Casual,16,0,No,No,2508.87,2910.57,13,0,0,0
ASUS,ROG,Intel,Core i9,12th,16 GB GB,DDR5,1024 GB,0 GB,Windows,64-bit,6,Casual,,0,No,No,3899.87,4900.87,20,0,0,0
ASUS,,Intel,Core i9,10th,16 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,6,Casual,,1,Yes,No,3509.87,4250.87,17,4.8,8,1
ASUS,ASUS,Intel,Core i9,11th,16 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,6,Gaming,15.6,1,No,No,1819.87,1884.87,3,0,0,0
Lenovo,,Intel,Core i9,10th,16 GB GB,DDR4,1024 GB,0 GB,Windows,32-bit,8,Casual,15.6,0,No,No,3457.974,4548.57,23,0,0,0
ASUS,Zephyrus,Intel,Core i9,11th,16 GB GB,DDR4,3072 GB,0 GB,Windows,32-bit,6,Casual,,1,No,No,5745.87,0,0,5,1,1
Smartron,t.book,Intel,Core m3,7th,4 GB GB,DDR3,128 GB,0 GB,Windows,64-bit,0,Casual,12.2,0,Yes,No,558.87,597.87,6,3.5,25,6
MSI,Katana,Intel,Core i5,10th,8 GB GB,LPDDR4,0 GB,512 GB,DOS,32-bit,4,Casual,,0,No,No,1130.87,1533.87,26,4.5,218,27
acer,Aspire,AMD,Dual Core,,4 GB GB,DDR4,256 GB,0 GB,Windows,64-bit,0,Casual,,1,No,No,389.87,454.87,14,0,0,0
acer,Dual,AMD,Dual Core,,4 GB GB,DDR4,256 GB,0 GB,Windows,64-bit,0,Casual,,1,No,No,415.87,428.87,3,4,762,104
MSI,Pulse,Intel,Core i5,10th,8 GB GB,LPDDR4,0 GB,512 GB,DOS,32-bit,6,Casual,,0,No,No,1429.87,1819.87,21,4.6,78,16
MSI,Pulse,Intel,Core i5,10th,8 GB GB,LPDDR4,0 GB,512 GB,DOS,32-bit,4,Casual,,0,No,No,1424.67,1611.87,11,4.6,5,2
ASUS,ROG,Intel,Core i7,10th,16 GB GB,LPDDR4X,0 GB,512 GB,DOS,32-bit,6,Casual,,0,No,No,1904.37,0,0,3,2,1
HP,Chromebook,Intel,Dual Core,10th,4 GB GB,DDR4,0 GB,512 GB,DOS,32-bit,0,Casual,,0,No,No,802.685,0,0,4.6,23,4
ASUS,ZenBook,Intel,Ever Screenpad,10th,4 GB GB,DDR4,0 GB,512 GB,DOS,64-bit,4,Casual,,0,No,No,2725.97,2729.87,0,5,4,0
ASUS,ZenBook,Intel,Ever Screenpad,10th,4 GB GB,DDR4,0 GB,512 GB,DOS,64-bit,4,Casual,,0,No,No,2277.47,0,0,4.8,6,1
ALIENWARE,,Intel,GeForce GTX,10th,8 GB GB,LPDDR4,0 GB,512 GB,DOS,32-bit,6,Casual,15.6,0,No,No,2599.87,2903.186,10,4.9,12,0
DELL,G15,Intel,GeForce GTX,10th,8 GB GB,LPDDR4,0 GB,512 GB,DOS,32-bit,4,Casual,15.6,0,No,No,981.5,1086.241,9,4.4,28,1
ALIENWARE,,Intel,GeForce RTX,10th,8 GB GB,LPDDR4,0 GB,512 GB,DOS,32-bit,8,Casual,15.6,0,No,No,4490.07,4911.374,8,4.6,10,3
ALIENWARE,,Intel,GeForce RTX,10th,8 GB GB,LPDDR4,0 GB,512 GB,DOS,32-bit,6,Casual,15.6,0,No,No,2792.27,3093.181,9,4.1,13,4
ALIENWARE,,Intel,GeForce RTX,10th,8 GB GB,LPDDR4,0 GB,512 GB,DOS,32-bit,8,Casual,15.6,0,No,No,3500.77,3810.04,8,4,5,2
DELL,G15,Intel,GEFORCE RTX,10th,4 GB GB,DDR4,0 GB,512 GB,DOS,32-bit,4,Casual,,0,No,No,1247.87,1613.014,22,4.3,20,5
MSI,GF65,Intel,Hexa Core,,16 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,6,Casual,15.6,2,No,No,1000.87,1390.87,28,4.5,298,49
MSI,GF63,Intel,Hexa Core,,8 GB GB,DDR4,256 GB,1024 GB,Windows,64-bit,4,Casual,15.6,2,No,No,727.87,948.87,23,4.4,2582,272
APPLE,MacBook,M1,M1,10th,8 GB GB,DDR4,256 GB,0 GB,Mac,64-bit,0,Casual,13.3,1,No,No,1117.87,1207.7,7,4.7,6725,629
APPLE,MacBook,M1,M1,10th,8 GB GB,DDR4,256 GB,0 GB,Mac,64-bit,0,Casual,13.3,1,No,No,1468.87,1597.7,8,4.8,640,70
APPLE,MacBook,M1,M1,10th,16 GB GB,DDR4,256 GB,0 GB,Mac,64-bit,0,Casual,13.3,1,No,No,1364.87,1467.7,7,4.7,45,4
APPLE,MacBook,M1,M1,10th,8 GB GB,DDR4,256 GB,0 GB,Mac,64-bit,0,Casual,13.3,1,No,No,1468.87,1597.7,8,4.8,640,70
APPLE,MacBook,M1,M1,10th,16 GB GB,DDR4,256 GB,0 GB,Mac,64-bit,0,Casual,13.3,1,No,No,1728.87,1948.7,11,4.8,640,70
APPLE,MacBook,M1,M1,10th,16 GB GB,DDR4,256 GB,0 GB,Mac,64-bit,0,Casual,13.3,1,No,No,1364.87,1467.7,7,4.7,45,4
APPLE,MacBook,M1,M1,10th,8 GB GB,DDR4,256 GB,0 GB,Mac,64-bit,0,Casual,13.3,1,No,No,1117.87,1207.7,7,4.7,6725,629
APPLE,MacBook,M1,M1,10th,16 GB GB,DDR4,512 GB,0 GB,Mac,64-bit,0,Casual,13.3,1,No,No,1949.87,2130.7,8,4.8,640,70
APPLE,MacBook,M1,M1,10th,8 GB GB,DDR4,512 GB,0 GB,Mac,64-bit,0,Casual,13.3,1,No,No,1637.87,1857.7,11,4.6,399,45
APPLE,MacBook,M1,M1,10th,8 GB GB,DDR4,512 GB,0 GB,Mac,64-bit,0,Casual,13.3,1,No,No,1351.87,1532.7,11,4.7,809,91
APPLE,MacBook,M1,M1,10th,8 GB GB,DDR4,512 GB,0 GB,Mac,64-bit,0,Casual,13.3,1,No,No,1325.87,1532.7,13,4.7,809,91
APPLE,MacBook,M1,M1,10th,8 GB GB,DDR4,512 GB,0 GB,Mac,64-bit,0,Casual,13.3,1,No,No,1364.87,1441.7,5,4.7,6725,629
APPLE,MacBook,M1,M1,10th,8 GB GB,DDR4,512 GB,0 GB,Mac,64-bit,0,Casual,13.3,1,No,No,1715.87,1857.7,7,4.6,399,45
APPLE,MacBook,M1,M1,10th,16 GB GB,DDR4,512 GB,0 GB,Mac,64-bit,0,Casual,13.3,1,No,No,1676.87,1792.7,6,4.7,45,4
APPLE,MacBook,M1,M1,10th,16 GB GB,DDR4,512 GB,0 GB,Mac,64-bit,0,Casual,14.2,1,No,No,2404.87,2533.7,5,4.8,42,8
APPLE,MacBook,M1,M1,10th,16 GB GB,DDR4,512 GB,0 GB,Mac,64-bit,0,Casual,16.2,1,No,No,2937.87,3118.7,5,4.8,42,8
APPLE,MacBook,M1,M1,10th,4 GB GB,DDR4,512 GB,0 GB,Mac,64-bit,0,Casual,16,1,No,No,1624.87,1727.7,5,4.7,45,4
APPLE,MacBook,M1,M1,10th,8 GB GB,DDR4,512 GB,0 GB,Mac,64-bit,0,Casual,13.3,1,No,No,1364.87,1441.7,5,4.7,6725,629
APPLE,MacBook,M1,M1,10th,8 GB GB,DDR4,1024 GB,0 GB,Mac,64-bit,0,Casual,13.3,1,No,No,1949.87,2130.7,8,4.8,640,70
APPLE,MacBook,M1,M1,10th,16 GB GB,DDR4,1024 GB,0 GB,Mac,64-bit,0,Casual,13.3,1,No,No,2209.87,2390.7,7,4.8,640,70
APPLE,MacBook,M1,M1,10th,16 GB GB,DDR4,1024 GB,0 GB,Mac,64-bit,0,Casual,14.2,1,No,No,2937.87,3118.7,5,4.8,42,8
APPLE,MacBook,M1,M1,10th,16 GB GB,DDR4,1024 GB,0 GB,Mac,64-bit,0,Casual,16.2,1,No,No,3171.87,3378.7,6,4.8,42,8
APPLE,MacBook,M1,M1,10th,32 GB GB,DDR4,1024 GB,0 GB,Mac,64-bit,0,Casual,16.2,1,No,No,4029.87,4288.7,6,5,3,1
APPLE,MacBook,M1,M1,10th,16 GB GB,DDR4,1024 GB,0 GB,Mac,64-bit,0,Casual,14.2,1,No,No,2937.87,3118.7,5,4.8,42,8
DELL,G7,Intel,GeForce RTX,10th,8 GB GB,LPDDR4,0 GB,512 GB,DOS,32-bit,8,Casual,15.6,0,No,No,2339.87,2954.25,20,4.5,17,2
acer,,Intel,Genuine Windows,10th,4 GB GB,DDR4,128 GB,0 GB,DOS,32-bit,4,Casual,,0,No,No,1516.32,0,0,0,0,0
acer,Predator,Intel,Genuine Windows,10th,4 GB GB,DDR4,0 GB,512 GB,DOS,32-bit,4,Casual,,0,No,No,1689.987,0,0,4.5,3227,693
ASUS,ASUS,Intel,Pentium Quad,,4 GB GB,LPDDR4X,0 GB,512 GB,Windows,64-bit,0,Casual,,0,No,No,597.87,753.87,20,0,0,0
iball,CompBook,Intel,Pentium Quad,,4 GB GB,DDR3,0 GB,512 GB,Windows,64-bit,0,Casual,,0,No,No,181.87,259.987,30,3.8,1218,209
ASUS,Pentium,Intel,Pentium Quad,,4 GB GB,DDR4,128 GB,0 GB,Windows,32-bit,0,Casual,,0,Yes,No,755.3,903.5,16,0,0,0
ASUS,ASUS,Intel,Pentium Quad,,8 GB GB,LPDDR4X,256 GB,0 GB,Windows,64-bit,0,Casual,13.3,1,Yes,No,818.87,1026.87,20,0,0,0
HP,Pentium,Intel,Pentium Quad,,8 GB GB,DDR4,256 GB,0 GB,Windows,64-bit,0,ThinNlight,14,1,No,Yes,428.87,479.245,10,4.1,77,9
ASUS,VivoBook,Intel,Pentium Quad,,4 GB GB,DDR4,256 GB,0 GB,Windows,64-bit,0,ThinNlight,,1,No,Yes,441.87,519.87,15,4.3,6,0
acer,Extensa,Intel,Pentium Quad,,4 GB GB,DDR4,256 GB,0 GB,Windows,64-bit,0,Casual,,1,No,No,402.87,454.87,11,4.2,465,89
DELL,Inspiron,Intel,Pentium Quad,,4 GB GB,DDR4,256 GB,0 GB,Windows,64-bit,0,ThinNlight,,1,No,No,468,559,16,4.3,102,16
ASUS,VivoBook,Intel,Pentium Quad,,4 GB GB,DDR4,256 GB,0 GB,Windows,64-bit,0,ThinNlight,,1,No,Yes,428.87,519.87,17,4.3,7,1
DELL,Inspiron,Intel,Pentium Quad,,4 GB GB,DDR4,256 GB,0 GB,Windows,64-bit,0,Casual,15.6,1,No,No,467.87,520,10,0,0,0
ASUS,Pentium,Intel,Pentium Quad,,4 GB GB,LPDDR4,0 GB,1024 GB,Windows,64-bit,0,Casual,15.6,0,No,No,363.87,441.87,17,0,0,0
ASUS,Pentium,Intel,Pentium Quad,,4 GB GB,DDR4,0 GB,1024 GB,Windows,64-bit,0,Casual,15.6,1,No,No,337.87,521.404,35,3.7,4741,658
ASUS,Pentium,Intel,Pentium Quad,,4 GB GB,DDR4,0 GB,1024 GB,Windows,64-bit,0,Casual,15.6,1,No,No,337.87,402.87,16,3.8,2736,350
ASUS,Asus,Intel,Pentium Quad,,4 GB GB,DDR4,0 GB,1024 GB,Windows,64-bit,0,Casual,15.6,0,No,No,400.14,480.87,16,0,0,0
ASUS,VivoBook,Intel,Pentium Silver,,4 GB GB,DDR4,256 GB,0 GB,Windows,64-bit,0,ThinNlight,14,0,No,No,389.87,506.87,23,4,36,3
ASUS,EeeBook,Intel,Pentium Silver,,4 GB GB,DDR4,256 GB,0 GB,Windows,64-bit,0,ThinNlight,,0,No,No,415.87,532.87,21,3.8,5,0
Lenovo,Legion,Intel,Genuine Windows,10th,4 GB GB,DDR4,0 GB,512 GB,DOS,32-bit,4,Casual,,0,No,No,1012.57,1441.57,29,4.4,208,57
HP,Ryzen,AMD,Ryzen 3,,8 GB GB,DDR4,256 GB,0 GB,Windows,64-bit,0,ThinNlight,15.6,1,No,No,493.87,598.715,17,4.3,2214,241
ASUS,Ryzen,AMD,Ryzen 3,,8 GB GB,DDR4,256 GB,0 GB,Windows,64-bit,0,ThinNlight,15.6,1,No,No,467.87,610.87,23,4.3,2886,375
DELL,Inspiron,AMD,Ryzen 3,,8 GB GB,DDR4,256 GB,0 GB,Windows,64-bit,0,ThinNlight,15.6,0,No,No,513.37,646.282,20,4.3,34,4
DELL,Inspiron,AMD,Ryzen 3,,8 GB GB,DDR4,256 GB,0 GB,Windows,64-bit,0,ThinNlight,14.96,0,No,No,480.87,657.618,26,4.2,137,15
DELL,Ryzen,AMD,Ryzen 3,,8 GB GB,DDR4,256 GB,0 GB,Windows,64-bit,0,ThinNlight,15.6,1,No,No,519.87,697.32,25,4.6,7,0
ASUS,Ryzen,AMD,Ryzen 3,,4 GB GB,DDR4,256 GB,0 GB,Windows,64-bit,0,ThinNlight,15.6,1,No,No,437.97,493.87,11,4.2,170,26
DELL,Inspiron,AMD,Ryzen 3,,8 GB GB,DDR4,256 GB,0 GB,Windows,64-bit,0,ThinNlight,15.6,0,No,No,527.67,651.716,19,0,0,0
ASUS,VivoBook,AMD,Ryzen 3,,4 GB GB,DDR4,256 GB,0 GB,Windows,64-bit,0,Casual,,1,No,No,493.87,610.87,19,4.2,39,3
ASUS,VivoBook,AMD,Ryzen 3,,4 GB GB,DDR4,256 GB,0 GB,Windows,64-bit,0,ThinNlight,,1,No,Yes,448.5,558.87,19,4.3,2886,375
acer,Aspire,AMD,Ryzen 3,,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,15.6,1,No,No,480.87,584.987,17,4.6,11,2
HP,Ryzen,AMD,Ryzen 3,,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,14,0,No,No,565.37,688.87,17,4.6,163,33
HP,Ryzen,AMD,Ryzen 3,,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,15.6,1,No,Yes,539.37,672.724,19,4.2,153,21
acer,Aspire,AMD,Ryzen 3,,4 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,15.6,0,No,No,454.87,558.987,18,0,0,0
HP,15s,AMD,Ryzen 3,,4 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,,1,No,Yes,578.37,637,9,4.3,267,42
DELL,Vostro,AMD,Ryzen 3,,4 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,,0,No,No,527.67,664.365,20,0,0,0
